uniref90_cluster	length	percent_identity_to_query
UniRef90_Q12794-2	405	39.0
UniRef90_A0A3B3U3I8	374	47.4
UniRef90_A0A8C4IP96	448	38.2
UniRef90_UPI0037E88BC0	437	41.0
UniRef90_A0ACF8H075	405	38.7
UniRef90_A0A226N016	405	44.1
UniRef90_UPI0004F0B3DC	372	42.3
UniRef90_A0A665T1S2	445	38.9
UniRef90_A0ACM8KYC5	536	36.9
UniRef90_A0AAD8CXQ9	502	37.7
UniRef90_A0A8B9G1V8	443	41.1
UniRef90_A0A091IZD2	381	40.1
UniRef90_UPI0035CC28D2	550	45.1
UniRef90_UPI001FB6C77E	476	39.9
UniRef90_A0AAV7N837	384	38.8
UniRef90_UPI002E25D907	448	37.9
UniRef90_A0A8C9J9K8	405	38.8
UniRef90_UPI003F53A918	476	38.3
UniRef90_A0A3B3XRR9	406	45.0
UniRef90_UPI00062BD068	416	42.0
UniRef90_UPI0023AA5E3D	456	42.0
UniRef90_A0ABI8ARI6	405	38.8
UniRef90_UPI003DA253D5	462	37.3
UniRef90_UPI003EB78B1D	466	39.8
UniRef90_A0A9D3T6E6	433	38.5
UniRef90_A0A151MEL0	644	40.1
UniRef90_A0A2U9BYK0	449	38.9
UniRef90_A0ABS2Z0B5	486	33.4
UniRef90_UPI0037F0D892	440	42.0
UniRef90_A0A8D0ETL9	394	40.3
UniRef90_A0ACF6HQR3	361	46.0
UniRef90_A0ACE1FAH9	439	43.1
UniRef90_A0A9W2XW61	508	46.8
UniRef90_UPI001BEB6A74	447	39.1
UniRef90_A0AC58LDY8	439	43.1
UniRef90_A0A8I5ZPI9	451	39.2
UniRef90_UPI0024ADCE29	417	42.2
UniRef90_A0A093H356	378	40.3
UniRef90_A0A8C4J3J9	448	38.9
UniRef90_UPI003743AA0D	478	41.3
UniRef90_UPI0032D9E356	431	41.6
UniRef90_UPI00071DCF40	410	39.1
UniRef90_A0A6J2PZK9	448	39.7
UniRef90_UPI003B680F37	465	40.3
UniRef90_A0A3B5K7E2	430	44.2
UniRef90_A0A9Q1DB75	442	39.5
UniRef90_A0A8T3DD94	443	38.3
UniRef90_A0A8C8TGM8	432	38.9
UniRef90_UPI00214E96D8	446	39.1
UniRef90_UPI0021F8DF44	576	40.4
UniRef90_A0ACM8BVS7	486	48.2
UniRef90_W5NAC3	429	42.0
UniRef90_A0A3B3ZMJ8	430	39.3
UniRef90_A0A674D6V9	437	37.5
UniRef90_UPI0011C418CD	530	40.1
UniRef90_UPI002404B1BB	537	46.1
UniRef90_A0A6P7INB7	452	39.3
UniRef90_A0A3B4UTB3	480	40.3
UniRef90_A0ACF8GVV6	451	37.4
UniRef90_A0AAN7XM32	471	38.0
UniRef90_A0A3P8ZNA6	419	37.3
UniRef90_A0A835NT79	463	38.3
UniRef90_UPI00033445E6	423	41.0
UniRef90_UPI00293B8F0D	459	40.9
UniRef90_A0A8S4BWI9	448	37.7
UniRef90_A0AAW1E0N2	452	37.8
UniRef90_A0ABV0UJK8	382	43.8
UniRef90_UPI00051187CE	441	41.3
UniRef90_UPI0039966073	453	38.0
UniRef90_A0A9D3LZ29	446	41.2
UniRef90_A0A3B3R761	459	42.0
UniRef90_UPI001ED83BC2	462	38.1
UniRef90_UPI0032B781BC	539	41.2
UniRef90_A0A7J7WD34	405	37.9
UniRef90_UPI001C4CDF01	463	37.8
UniRef90_A0A8C5VKH9	417	40.2
UniRef90_UPI001CE10C9E	455	37.9
UniRef90_A0A7N4NRQ8	409	38.5
UniRef90_A0A6P8TMY0	472	37.8
UniRef90_UPI003F761D2F	445	38.4
UniRef90_UPI002E12F410	462	37.5
UniRef90_A0A8C0FE15	441	42.2
UniRef90_A0A3Q1J5N7	458	37.0
UniRef90_UPI003A5BABE6	471	36.8
UniRef90_UPI001B3B061F	462	37.6
UniRef90_UPI002AA4FE0D	464	41.1
UniRef90_UPI00188FD0F1	517	40.2
UniRef90_UPI001CC56DD0	462	41.0
UniRef90_A0A493TWY5	438	40.3
UniRef90_A0A8C2YKF6	452	36.1
UniRef90_UPI004032C045	454	38.0
UniRef90_A0A6P6DPM2	419	41.0
UniRef90_UPI003753B607	455	36.2
UniRef90_UPI000523C660	387	41.7
UniRef90_UPI0003F0A02A	425	39.7
UniRef90_A0AAV6SQN3	450	38.0
UniRef90_A0A3Q2FS05	439	36.1
UniRef90_A0A1A6GZA0	417	41.6
UniRef90_F7CYI5	418	40.8
UniRef90_A0A087X5J4	445	38.1
UniRef90_A0A8C3G9I1	448	37.3
UniRef90_UPI003461D193	417	38.5
UniRef90_UPI0037E7AAE9	468	37.2
UniRef90_H2LD64	432	37.5
UniRef90_A0A3P8Y684	446	38.2
UniRef90_A0A673APE3	423	38.0
UniRef90_A0A8D2NI34	427	41.4
UniRef90_A0A6A5F741	472	37.6
UniRef90_UPI00234D4FF6	417	40.7
UniRef90_A0A4X2LQV3	418	39.3
UniRef90_A0A8C3G9Q6	421	37.2
UniRef90_G3UHY5	410	41.4
UniRef90_A0AAV1F3S5	447	36.5
UniRef90_UPI0018F30AC1	378	43.4
UniRef90_A0A8C9LBI1	426	40.2
UniRef90_UPI0027DFB11A	465	37.2
UniRef90_A0A6J2W9L4	431	41.9
UniRef90_UPI001E8E9F0D	460	40.2
UniRef90_UPI003C6D90CB	476	38.2
UniRef90_A0AC58LDY2	418	41.6
UniRef90_A0A8C8T5T2	411	41.4
UniRef90_A0A9J7YDN1	438	40.3
UniRef90_A0ABM0R2Y4	417	39.6
UniRef90_A0A8C2VN25	419	40.7
UniRef90_A0AAD6F520	518	44.4
UniRef90_A0A9Q1G0R4	433	38.5
UniRef90_UPI003B5082DE	458	36.9
UniRef90_UPI000B3DDAA4	549	41.3
UniRef90_UPI00352E2718	635	41.8
UniRef90_UPI0014027665	440	37.2
UniRef90_A0A3B4CH73	422	38.1
UniRef90_UPI002AD4D488	447	37.0
UniRef90_A0A287CS48	415	39.8
UniRef90_H0WBT0	412	40.7
UniRef90_UPI0010F520F5	403	43.7
UniRef90_A0A6P4ZTA6	453	40.1
UniRef90_A0A3B4Z4Z6	434	39.3
UniRef90_A0A8B9D1L5	536	40.3
UniRef90_F7HIH0	649	42.9
UniRef90_UPI001A992471	438	39.4
UniRef90_A0A8C0GMI2	445	37.7
UniRef90_UPI003CCFD1D9	433	38.3
UniRef90_A0A8C3CS09	448	40.3
UniRef90_A0A9N7ZEZ5	414	37.5
UniRef90_UPI001C04AADB	450	34.9
UniRef90_UPI00346391B0	515	35.3
UniRef90_UPI001CF6BDCA	455	37.7
UniRef90_A0AAV1Q5U7	457	38.4
UniRef90_A0A3B3D7N0	445	37.0
UniRef90_A0A663F3P9	485	37.4
UniRef90_Q76HM9	412	38.9
UniRef90_A0ACF6GJH2	449	41.3
UniRef90_A0A8C2TJ89	538	39.9
UniRef90_UPI001C88FBDB	426	38.6
UniRef90_A0A1U7QUG6	416	39.7
UniRef90_A0A3Q0SGX8	441	37.3
UniRef90_UPI002242A274	429	37.9
UniRef90_A0A452EY13	419	40.3
UniRef90_A0AAV9S294	445	35.3
UniRef90_UPI0030B95CC4	475	37.2
UniRef90_UPI001E1C1684	427	39.5
UniRef90_UPI0023EC2B44	452	38.1
UniRef90_A0A8C6JYL6	440	40.1
UniRef90_A0A8C7XP57	360	44.5
UniRef90_A0AAR2JMN0	420	40.3
UniRef90_UPI0023ECE611	410	40.8
UniRef90_UPI003B836244	423	37.8
UniRef90_A0A8C9V7A3	454	36.9
UniRef90_UPI002452F7B0	418	41.2
UniRef90_A0A3Q3JLP4	430	37.7
UniRef90_A0A5N5NIQ7	425	36.4
UniRef90_UPI0004F20FBF	391	43.6
UniRef90_L8Y2C6	415	40.7
UniRef90_UPI0008745E1B	489	37.1
UniRef90_A0ACE1NNY4	452	39.5
UniRef90_A0A3Q3EQL3	440	36.9
UniRef90_A0A8M1NJV4	428	39.3
UniRef90_UPI003B633D5D	432	40.9
UniRef90_A0A672U556	504	38.2
UniRef90_A0A8V1ACK6	576	40.7
UniRef90_UPI0032B21BC6	577	41.7
UniRef90_A0AAW0P4L6	474	38.5
UniRef90_A0AAW2ACV2	428	37.5
UniRef90_A0A8C6BP06	415	40.2
UniRef90_A0A672P826	428	40.0
UniRef90_G1LZ11	419	39.6
UniRef90_A0A9W7TKF1	432	37.9
UniRef90_UPI0024134FD8	445	36.4
UniRef90_UPI002B1DBFDD	523	36.4
UniRef90_UPI0018643236	437	39.2
UniRef90_UPI00405482F4	502	40.8
UniRef90_A0A6P6P3T8	428	38.1
UniRef90_UPI0039F1E622	442	40.5
UniRef90_A0A341BJK4	539	44.5
UniRef90_A0A6P3QD41	428	41.4
UniRef90_A0A8C5P3Y2	418	40.6
UniRef90_A0ABQ0F607	418	39.3
UniRef90_A0A3Q2QVX7	446	36.4
UniRef90_A0ACF8G3V7	537	36.5
UniRef90_A0A8B7QC19	607	38.2
UniRef90_A0AAN7MWM5	501	36.5
UniRef90_A0A9D3P0Y1	415	38.9
UniRef90_A0A8C4LY82	415	40.4
UniRef90_A0ABQ8MFJ2	428	38.6
UniRef90_H2XSV6	381	39.6
UniRef90_UPI000854795B	359	40.6
UniRef90_A0A9V1E223	419	39.9
UniRef90_UPI003C6D1B6F	434	40.1
UniRef90_UPI000E1DC386	372	45.4
UniRef90_A0A8T0AQT5	419	36.5
UniRef90_UPI0024B6164D	459	36.6
UniRef90_A0ABM3YHR7	489	38.1
UniRef90_UPI001B348748	418	38.4
UniRef90_A0A8C0VWP3	396	39.2
UniRef90_UPI00148FABCE	434	35.8
UniRef90_M3YNS0	415	39.3
UniRef90_I3J027	442	38.9
UniRef90_A0A1S3G4G5	418	39.2
UniRef90_UPI00235A9393	407	43.3
UniRef90_G1PZM9	419	40.4
UniRef90_A0ABM0J5J8	410	40.4
UniRef90_UPI00235A9D4C	411	43.3
UniRef90_A0A3Q2ZH49	453	39.9
UniRef90_A0AAV2ZKI3	372	39.6
UniRef90_UPI00077D23A8	446	37.0
UniRef90_A0A672H2Z5	435	40.2
UniRef90_A0A672KIR5	435	40.9
UniRef90_H2ZNE4	417	39.5
UniRef90_UPI0035BF258E	437	36.2
UniRef90_UPI002F9154EC	503	37.7
UniRef90_UPI00210FCC02	418	40.8
UniRef90_A0A3B5MFN7	368	47.3
UniRef90_UPI00168D0175	556	41.0
UniRef90_A0AA88PVV5	428	39.2
UniRef90_O43820	417	39.3
UniRef90_A0A3B1IWB7	431	36.6
UniRef90_A0AA47PAQ4	457	37.8
UniRef90_A0A2D0R138	435	36.5
UniRef90_A0A673G4U0	428	38.3
UniRef90_A0A9Q1DBW3	536	36.9
UniRef90_A0A671YT88	500	38.5
UniRef90_A0AAA9SHZ6	464	41.3
UniRef90_UPI00129D6D53	454	38.3
UniRef90_UPI002455E69A	588	41.5
UniRef90_A0ABM0ZRN4	495	36.5
UniRef90_Q8VEI3	412	39.6
UniRef90_G1TJY6	492	39.3
UniRef90_UPI0007A6CFE9	588	38.9
UniRef90_UPI003D9EDB82	443	36.2
UniRef90_Q6RHW2	419	40.6
UniRef90_A0A340WW42	513	40.4
UniRef90_F1SPP1	416	40.3
UniRef90_A0A9B0TYB7	417	39.6
UniRef90_UPI001E1B48D4	523	41.2
UniRef90_A0A8C8WWM7	427	38.4
UniRef90_UPI003980643F	455	36.3
UniRef90_UPI0034529935	461	39.3
UniRef90_A0A8C5DCP4	425	40.1
UniRef90_A0A3Q7RBE6	619	39.6
UniRef90_A0A2Y9D6Q0	591	40.4
UniRef90_UPI001E6855C0	593	39.2
UniRef90_UPI002872CB9B	472	38.7
UniRef90_UPI00032909EC	485	39.7
UniRef90_UPI002283C6B3	411	43.9
UniRef90_A0A8B9VQV1	572	43.4
UniRef90_A0A7J8DBU8	419	40.2
UniRef90_A0A2I4ANY2	454	39.1
UniRef90_A0A401TDH4	360	46.0
UniRef90_UPI00298C43C4	421	39.2
UniRef90_A0A452IYV1	419	48.2
UniRef90_A0A3Q3SGW4	500	35.4
UniRef90_UPI00053FB97D	380	43.1
UniRef90_UPI00255CAFA0	601	41.0
UniRef90_A0A1U7T1G1	424	40.4
UniRef90_A0A6I8NZN8	372	42.8
UniRef90_UPI0018650B76	445	35.5
UniRef90_UPI00187B04EB	654	43.3
UniRef90_A0A9Q0DEM1	475	36.9
UniRef90_A0ABD0Y808	442	36.5
UniRef90_A0AA88MQA6	511	35.7
UniRef90_UPI00193F74EB	533	44.2
UniRef90_UPI001BD27A15	443	37.9
UniRef90_UPI00189EA6ED	443	37.4
UniRef90_UPI003603E24F	580	42.5
UniRef90_G3NQN7	454	38.8
UniRef90_UPI0022448D3A	636	39.6
UniRef90_V8PG63	447	37.2
UniRef90_UPI003D9EE61E	452	36.2
UniRef90_A0A9N7VIW6	459	35.3
UniRef90_UPI001C6A3A35	387	44.4
UniRef90_UPI003F70DDC2	439	36.9
UniRef90_UPI003D9BB609	419	42.6
UniRef90_UPI003F4B2959	391	42.7
UniRef90_A0A5F8HD18	362	42.1
UniRef90_H3CHM1	434	37.4
UniRef90_A0ABN9LH42	466	43.2
UniRef90_A0AAY4C2J2	429	38.2
UniRef90_UPI0024B5C773	366	41.4
UniRef90_UPI003CC898E0	478	38.5
UniRef90_A0A6P6PZ33	428	38.1
UniRef90_A0A2K6L8Y4	467	35.1
UniRef90_A0AA88MQC0	382	39.2
UniRef90_UPI0040412410	419	37.3
UniRef90_A0A556UFG8	412	35.2
UniRef90_A0A3M6V1A5	416	38.6
UniRef90_A0ACF6HPW8	393	41.3
UniRef90_UPI0009E615DB	409	33.6
UniRef90_UPI001FB7C219	446	34.4
UniRef90_UPI00266D71DA	399	41.5
UniRef90_H2TDW3	419	36.2
UniRef90_UPI001FAF1A7D	463	33.9
UniRef90_UPI00265EBF41	469	35.1
UniRef90_UPI0015B113F9	510	34.1
UniRef90_UPI002F35B180	425	36.6
UniRef90_UPI002FDE094B	515	42.4
UniRef90_A0A7J7WCS8	417	38.7
UniRef90_A0A3B3SV31	456	35.0
UniRef90_A0A8C3M4Y6	392	41.3
UniRef90_A0ABQ7TKF7	430	39.1
UniRef90_A0A1D5RJU6	406	42.4
UniRef90_UPI002E0DB655	423	37.6
UniRef90_A0ABM0H571	417	37.8
UniRef90_UPI003D9B718D	539	42.6
UniRef90_A0A553RKJ9	426	38.1
UniRef90_A0A3Q3X7X0	432	40.2
UniRef90_A0AA40HK18	473	36.2
UniRef90_UPI00189750B3	451	36.0
UniRef90_UPI002E1231FF	444	36.8
UniRef90_A0A3B3SVZ3	511	35.0
UniRef90_UPI00051C8F98	365	39.0
UniRef90_UPI003461B0B6	506	35.7
UniRef90_UPI003720A1E9	475	36.9
UniRef90_UPI000528A5B3	450	34.8
UniRef90_A0A6F9DFE9	430	37.3
UniRef90_A0A9Q1G0Y6	538	35.9
UniRef90_UPI00339C1641	571	38.6
UniRef90_A0ACB8EHS4	481	41.7
UniRef90_A0A6P8IDM0	621	38.7
UniRef90_A0A8J9ZWJ9	467	37.6
UniRef90_A0A672KCQ8	438	39.6
UniRef90_A0ABD1KXH9	426	37.5
UniRef90_A0A6P3IEC8	367	42.4
UniRef90_UPI002E107C5F	504	35.4
UniRef90_UPI003B3A86A3	466	36.4
UniRef90_A0A3B3STW4	493	35.2
UniRef90_A0AAE0R2C1	525	36.0
UniRef90_UPI0031E4821B	631	37.4
UniRef90_A0ABV0NKB8	426	42.2
UniRef90_A0A8C8Y975	517	43.0
UniRef90_UPI002FD2B4C7	434	34.7
UniRef90_A0A4W4DMF8	422	35.4
UniRef90_UPI0025943B50	400	41.7
UniRef90_UPI0023BAF7F6	656	42.4
UniRef90_UPI001B7FF943	529	41.4
UniRef90_A0A3B4E9A2	442	33.9
UniRef90_UPI00222366D9	513	35.3
UniRef90_A0ABV0Q4A2	375	44.1
UniRef90_A0A455AX92	640	39.5
UniRef90_A0A9J7MBW8	456	38.0
UniRef90_UPI0024B4B55D	446	36.6
UniRef90_UPI00234D3B3F	513	35.3
UniRef90_A0A8S4PSZ6	423	35.8
UniRef90_UPI00234DFA13	424	37.9
UniRef90_UPI00298CC8E3	512	34.5
UniRef90_UPI000521964D	460	34.4
UniRef90_UPI00146D1A64	424	41.3
UniRef90_A0AAY4DTY9	495	32.5
UniRef90_A0A2D0QWF1	513	35.5
UniRef90_A0AAV6H5T3	435	38.0
UniRef90_M3ZJY1	412	44.1
UniRef90_A0A3B3SU63	427	34.3
UniRef90_UPI002222E881	511	35.6
UniRef90_UPI0037E8F6A6	561	38.6
UniRef90_UPI00052802ED	365	39.6
UniRef90_A0AAV6H4R5	531	34.4
UniRef90_UPI0035F1B500	430	35.1
UniRef90_W5KEJ1	498	35.7
UniRef90_UPI00215E3561	516	40.7
UniRef90_A0A8J9W4T9	483	35.0
UniRef90_A0A3B3UFL3	421	36.1
UniRef90_A0A4X2LKE2	414	35.6
UniRef90_A0A8M1N9Q8	505	34.4
UniRef90_A0A8C6E625	458	37.0
UniRef90_A0ABM4F4A3	385	39.0
UniRef90_A0A6P3VMT8	423	35.9
UniRef90_A0ABN8MLX5	435	34.5
UniRef90_UPI00214E1E29	567	34.0
UniRef90_A0A7K9TVC8	401	38.3
UniRef90_UPI001B7D3E3C	650	41.6
UniRef90_UPI00237D4770	548	38.3
UniRef90_UPI00396A6538	430	39.4
UniRef90_UPI001176BCD1	553	35.4
UniRef90_A0ACH2LGT9	447	34.0
UniRef90_A0AAD5A617	504	34.8
UniRef90_A0A6P4Z3H4	502	37.1
UniRef90_A0A9J7N6V3	476	37.3
UniRef90_UPI0023B8C035	454	40.0
UniRef90_A0ACM8KYD2	430	43.3
UniRef90_UPI0031F37159	515	35.1
UniRef90_A0A8B9PKN8	480	39.0
UniRef90_A0A3N0YSM6	509	35.1
UniRef90_UPI0037E959B2	538	43.8
UniRef90_A0A8U1BTU8	492	35.0
UniRef90_UPI002F35E099	500	35.5
UniRef90_A0A672P962	502	35.3
UniRef90_A0ABN8NXY0	620	38.7
UniRef90_UPI002E26E07A	429	34.3
UniRef90_A0A8C9RXE6	433	36.2
UniRef90_UPI001CC606AD	474	35.7
UniRef90_UPI0009E3A22B	619	37.4
UniRef90_A0ABP0H1H9	450	36.9
UniRef90_A0A3Q3WT91	455	38.8
UniRef90_A0A1S3MF12	512	33.1
UniRef90_UPI00315D451D	459	36.5
UniRef90_A0A3Q3X0Q9	459	38.8
UniRef90_A0AAD9QJU0	413	34.5
UniRef90_UPI00234F6534	451	35.7
UniRef90_UPI001176E61C	456	40.4
UniRef90_A0A6P8F8C7	512	34.4
UniRef90_A0A8C1AKM3	500	34.5
UniRef90_A0ACF8I1Y1	392	40.1
UniRef90_A0ACF8IBS3	382	42.0
UniRef90_A0A9Q0YM26	432	34.9
UniRef90_A0ABD1KVX2	507	32.8
UniRef90_UPI000873B388	565	36.9
UniRef90_A0AAD3M1Z8	496	37.4
UniRef90_A0A6P6PUT2	499	35.1
UniRef90_A0A913XDT0	660	36.9
UniRef90_A0A3P9D2U8	416	36.8
UniRef90_I3IZR2	542	32.9
UniRef90_G3X318	386	37.3
UniRef90_A0A6P7IRQ3	545	37.7
UniRef90_A0A6J2WAV9	479	34.1
UniRef90_A0A5A9NZ39	507	34.7
UniRef90_A0A087X2U7	400	36.4
UniRef90_UPI001FB7F7E8	534	34.9
UniRef90_A0A8C1LUW7	481	34.8
UniRef90_A0A8J9VL30	415	38.8
UniRef90_A0A493TNC4	385	39.7
UniRef90_UPI000523BC70	364	34.7
UniRef90_A0A3Q0SE62	417	37.0
UniRef90_A0A3M6TWH1	632	37.0
UniRef90_A0ABV1A6G7	540	31.7
UniRef90_UPI0011559778	397	40.1
UniRef90_A0A3B4UWF2	576	37.8
UniRef90_UPI0020B2DBC0	366	42.2
UniRef90_UPI00148688F5	442	37.5
UniRef90_A0A9J7NBP1	417	36.0
UniRef90_UPI0014716E8A	553	35.9
UniRef90_UPI0038F6F9BC	405	66.2
UniRef90_A0A913Y378	406	36.0
UniRef90_A0AA88N3M6	555	35.1
UniRef90_A0ACC2HJQ2	493	33.7
UniRef90_UPI0027E13356	522	35.4
UniRef90_A0A3P8ZXK0	502	34.1
UniRef90_A0AAD8ZL88	558	33.7
UniRef90_A0A9Q1BE64	424	34.9
UniRef90_A0A6G1Q296	556	34.5
UniRef90_UPI001B3AEFF1	560	33.6
UniRef90_A0A8C5JB86	481	37.3
UniRef90_A0AAW1E1F9	555	35.6
UniRef90_UPI003704314C	653	35.8
UniRef90_UPI00396A1A99	434	38.8
UniRef90_A0A669QK77	436	40.9
UniRef90_A0AAD9Q9U9	596	36.7
UniRef90_UPI00165B67DB	539	36.7
UniRef90_UPI0027151A1E	418	34.7
UniRef90_UPI000C7B2BF8	358	41.0
UniRef90_UPI001056B59E	528	34.2
UniRef90_UPI002740DEB9	373	46.0
UniRef90_UPI000E4645D8	562	33.6
UniRef90_UPI0033133C49	412	32.8
UniRef90_A0A4X2LQU7	390	36.3
UniRef90_A0A6P4YF66	499	34.5
UniRef90_A0A3P8V4I7	557	35.9
UniRef90_UPI001C03A461	546	35.0
UniRef90_A0A3Q1C0V6	552	33.1
UniRef90_UPI002FD04395	512	32.9
UniRef90_A0AAV6SU00	558	35.6
UniRef90_UPI00223E7663	533	33.6
UniRef90_UPI0018EC78E0	550	33.2
UniRef90_UPI002DB5D9CD	375	39.6
UniRef90_UPI003B50AA2F	549	32.5
UniRef90_A0A3Q2ZYW2	541	34.3
UniRef90_A0A8C1LV02	459	34.2
UniRef90_UPI0018862A1C	550	34.2
UniRef90_A0A3Q0SEC8	455	37.6
UniRef90_UPI002ADD42E3	539	34.0
UniRef90_UPI00193FFA2D	418	41.8
UniRef90_A0A9N7TVS6	576	37.7
UniRef90_UPI001ED8568C	464	36.6
UniRef90_A0A671THL1	556	33.8
UniRef90_UPI000E455513	548	32.5
UniRef90_UPI003158C15F	401	33.2
UniRef90_A0A8S4C2H1	544	34.5
UniRef90_A0A3B3Z0E4	386	39.6
UniRef90_G3NQC4	556	35.4
UniRef90_UPI001C4BA322	558	33.9
UniRef90_A0A665T318	395	35.8
UniRef90_A0A6P5L9A6	371	39.5
UniRef90_UPI0021E226D6	412	38.4
UniRef90_A0ABN9MD62	453	34.2
UniRef90_UPI003A5B9852	559	35.8
UniRef90_UPI0035F12C60	633	35.9
UniRef90_UPI001114545E	552	35.2
UniRef90_UPI00295A960D	456	32.9
UniRef90_A0A8C4GHA5	556	37.2
UniRef90_A0A9Y4NES0	542	36.7
UniRef90_UPI0015523B22	421	41.8
UniRef90_A0A2U9C129	582	36.7
UniRef90_A0A8C5EG41	440	35.7
UniRef90_A0ACE1NRA7	570	35.3
UniRef90_A0A2I0LGU3	380	36.3
UniRef90_H3D3A7	405	36.8
UniRef90_UPI00163CC16E	418	34.2
UniRef90_UPI0002A4B6F8	531	32.8
UniRef90_UPI0039F1F28D	564	34.8
UniRef90_A0A8D2B2Z9	386	36.1
UniRef90_A0A6G0IP66	554	35.2
UniRef90_A0ACD3RBZ9	556	35.2
UniRef90_UPI0039945F44	557	34.9
UniRef90_UPI001A9909D6	565	34.2
UniRef90_UPI003D9DE0AC	553	31.9
UniRef90_A0ABD1KU72	444	34.2
UniRef90_A0A8C5EDN8	406	35.3
UniRef90_A0A3B3BND2	530	31.9
UniRef90_A0A3B5L014	412	35.4
UniRef90_A0A9Q1GDH1	415	35.7
UniRef90_P85841	403	35.7
UniRef90_UPI003D77D7AB	393	42.6
UniRef90_UPI0039800451	552	32.8
UniRef90_UPI0007428F90	537	33.4
UniRef90_UPI00117631C7	541	34.8
UniRef90_UPI002ADFED86	529	36.3
UniRef90_UPI0039953FBA	560	35.4
UniRef90_UPI00234EA084	452	35.2
UniRef90_UPI0024798746	468	32.2
UniRef90_A0AAV1PLV5	571	34.0
UniRef90_UPI00106E8897	543	34.2
UniRef90_UPI003F72A70E	577	36.0
UniRef90_UPI003D9E6632	568	33.3
UniRef90_UPI00398179C7	428	36.4
UniRef90_A0AC58RKE5	403	35.3
UniRef90_UPI001181654A	557	36.5
UniRef90_UPI001CE1AA22	559	34.5
UniRef90_A0A7J7F0U7	463	40.6
UniRef90_A0A9W2XYB0	592	30.7
UniRef90_UPI001C6774AE	450	38.9
UniRef90_UPI0024B48C3B	523	35.3
UniRef90_UPI002E271CF6	523	39.9
UniRef90_UPI0035AFE3C5	558	35.0
UniRef90_UPI00148FC232	561	32.8
UniRef90_A0A3Q0S9C2	398	36.0
UniRef90_UPI00077D6595	540	35.1
UniRef90_UPI000B3E3A7B	395	32.4
UniRef90_UPI00125E399D	562	34.2
UniRef90_UPI00189C182A	532	33.6
UniRef90_A0A671SJ29	401	34.4
UniRef90_A0A914UVC4	398	34.5
UniRef90_A0A671SHY1	366	34.6
UniRef90_UPI003F4CA1C6	357	42.2
UniRef90_UPI0007AC6228	385	35.4
UniRef90_UPI0032B7DE98	416	33.6
UniRef90_UPI0005280849	408	38.3
UniRef90_A0ABM0GPC5	406	34.6
UniRef90_UPI003158E58C	581	35.2
UniRef90_UPI001BD63113	555	31.6
UniRef90_A0A672PG77	441	32.6
UniRef90_A0A672KQM3	444	34.3
UniRef90_UPI0008464C86	389	36.2
UniRef90_A0A914UJY4	405	36.3
UniRef90_UPI001F03EE19	472	37.6
UniRef90_UPI003F76083B	547	34.1
UniRef90_A0ACE1GRH4	579	36.6
UniRef90_UPI002A82A5DB	408	34.8
UniRef90_A0A672KQJ2	441	33.7
UniRef90_A0A672P9C9	501	33.7
UniRef90_UPI00168D6969	422	34.2
UniRef90_W0HFN9	403	34.8
UniRef90_UPI00404177A8	506	33.2
UniRef90_UPI003F58CC70	358	40.7
UniRef90_UPI0024574C77	434	48.0
UniRef90_A0A673FTH7	426	36.0
UniRef90_P0DYJ2	402	34.4
UniRef90_A0AAV1F2Q6	553	32.6
UniRef90_A0A6P8IVH5	403	35.0
UniRef90_UPI003F4BC531	484	42.2
UniRef90_A0A3Q3LQ51	536	33.3
UniRef90_UPI003FCF4073	401	33.9
UniRef90_A0A3B4YF46	393	36.4
UniRef90_A0ACE1H0I6	547	34.7
UniRef90_UPI002404B531	537	35.9
UniRef90_UPI002444A713	386	35.4
UniRef90_A0A671SJR1	394	34.4
UniRef90_A0A484D624	469	35.6
UniRef90_A0A2G8K0W7	442	36.3
UniRef90_UPI002ACE698B	546	32.7
UniRef90_A0A5F5PSY5	385	36.0
UniRef90_O43820-2	387	35.6
UniRef90_A0A6J2PXP5	573	36.7
UniRef90_A0A4U5UQG0	426	32.9
UniRef90_UPI0025A60B56	532	33.5
UniRef90_UPI002ACEB033	518	35.6
UniRef90_A0A8C1KPB7	448	31.9
UniRef90_UPI002AD3B480	570	33.8
UniRef90_A0ACC2HIU5	413	35.3
UniRef90_A0A6I9NI77	482	36.1
UniRef90_A0ACE3C597	397	34.6
UniRef90_UPI0037E94375	555	32.2
UniRef90_A0A8V1A9T9	527	38.5
UniRef90_A0A3Q1NH73	389	36.8
UniRef90_A0ACE1F8N8	561	35.9
UniRef90_A0A2L2YBK4	385	33.8
UniRef90_UPI003FD45BF1	370	35.8
UniRef90_UPI001879F9CA	387	35.5
UniRef90_A0A6P8TMA4	569	36.1
UniRef90_A0A1S3JKR1	428	35.6
UniRef90_A0A671FX12	461	36.0
UniRef90_UPI0024AF0475	411	34.9
UniRef90_A0A3P8X2L4	540	41.5
UniRef90_UPI001ADE53A5	409	36.8
UniRef90_A0AAV6VWJ3	400	32.6
UniRef90_A0A3Q0SDJ6	456	33.8
UniRef90_A0A671SHR9	420	34.9
UniRef90_A0A8C5EE75	448	33.8
UniRef90_A0AAV2LY14	539	34.6
UniRef90_A0ABM1W4S8	571	33.7
UniRef90_UPI000C6D15AA	401	35.0
UniRef90_A0A4W5PM85	422	35.0
UniRef90_A0AAE0VRS2	483	34.9
UniRef90_J9XYC6	414	34.5
